Year,quarter,ukos,mode,country,purpose,package,Age,Sex,duration,visits,nights,expend,sample
2023,Jan-Mar,UK residents,Air,Austria,Holiday,Independent,0-15,Male,4-13 nights,4327.762,30294.331,2473496.413,3
2023,Jan-Mar,UK residents,Air,Austria,Holiday,Independent,0-15,Female,1-3 nights,1482.093,4446.280,395718.932,1
2023,Jan-Mar,UK residents,Air,Austria,Holiday,Independent,0-15,Female,4-13 nights,2356.400,17976.891,1885922.404,2
2023,Jan-Mar,UK residents,Air,Austria,Holiday,Independent,16-24,Male,4-13 nights,10278.171,52140.224,8260875.139,6
2023,Jan-Mar,UK residents,Air,Austria,Holiday,Independent,16-24,Female,1-3 nights,5241.563,15724.689,847512.731,3
2023,Jan-Mar,UK residents,Air,Austria,Holiday,Independent,16-24,Female,4-13 nights,3809.190,22245.123,3237262.109,3
2023,Jan-Mar,UK residents,Air,Austria,Holiday,Independent,16-24,Female,14-27 nights,1461.815,20465.412,2192722.696,1
2023,Jan-Mar,UK residents,Air,Austria,Holiday,Independent,25-34,Male,1-3 nights,6089.183,16383.303,2911105.013,4
2023,Jan-Mar,UK residents,Air,Austria,Holiday,Independent,25-34,Male,4-13 nights,7927.134,36318.329,5236439.183,5
2023,Jan-Mar,UK residents,Air,Austria,Holiday,Independent,25-34,Female,1-3 nights,1473.068,2946.136,147306.821,1
2023,Jan-Mar,UK residents,Air,Austria,Holiday,Independent,25-34,Female,4-13 nights,3212.836,20199.911,3398321.894,2
2023,Jan-Mar,UK residents,Air,Austria,Holiday,Independent,35-44,Male,1-3 nights,4704.084,12029.474,1766484.795,3
2023,Jan-Mar,UK residents,Air,Austria,Holiday,Independent,35-44,Male,4-13 nights,9495.517,48173.798,9480958.480,7
2023,Jan-Mar,UK residents,Air,Austria,Holiday,Independent,35-44,Female,1-3 nights,1473.068,2946.136,636365.466,1
2023,Jan-Mar,UK residents,Air,Austria,Holiday,Independent,35-44,Female,4-13 nights,6859.881,48019.170,8857192.557,5
2023,Jan-Mar,UK residents,Air,Austria,Holiday,Independent,45-54,Male,4-13 nights,22207.361,142294.062,43492826.047,13
2023,Jan-Mar,UK residents,Air,Austria,Holiday,Independent,45-54,Female,1-3 nights,830.807,2492.422,1220455.751,1
2023,Jan-Mar,UK residents,Air,Austria,Holiday,Independent,45-54,Female,4-13 nights,6175.596,37959.997,3644277.747,3
2023,Jan-Mar,UK residents,Air,Austria,Holiday,Independent,55-64,Male,4-13 nights,12699.040,84316.233,14721984.444,10
2023,Jan-Mar,UK residents,Air,Austria,Holiday,Independent,55-64,Male,14-27 nights,1461.815,20465.412,3654537.826,1
2023,Jan-Mar,UK residents,Air,Austria,Holiday,Independent,55-64,Female,4-13 nights,10818.235,63431.881,9234103.108,8
2023,Jan-Mar,UK residents,Air,Austria,Holiday,Independent,65 & over,Male,4-13 nights,3750.860,26256.022,4330113.321,4
2023,Jan-Mar,UK residents,Air,Austria,Holiday,Independent,65 & over,Female,4-13 nights,596.776,3580.653,149193.895,1
2023,Jan-Mar,UK residents,Air,Austria,Holiday,Independent,65 & over,Female,14-27 nights,596.776,12532.287,1909681.852,1
2023,Jan-Mar,UK residents,Air,Austria,Holiday,Independent,D/K,#NULL!,4-13 nights,8952.241,56668.609,9449402.476,5
2023,Jan-Mar,UK residents,Air,Austria,Holiday,Independent,D/K,#NULL!,14-27 nights,2253.006,31542.080,3433580.754,1
2023,Jan-Mar,UK residents,Air,Austria,Holiday,Independent,D/K,Male,4-13 nights,4533.989,35687.196,4660796.422,3
2023,Jan-Mar,UK residents,Air,Austria,Holiday,Non-Independent,0-15,Male,4-13 nights,874.306,6120.144,1105997.510,1
2023,Jan-Mar,UK residents,Air,Austria,Holiday,Non-Independent,0-15,Female,4-13 nights,1473.068,8838.409,1937084.693,1
2023,Jan-Mar,UK residents,Air,Austria,Holiday,Non-Independent,16-24,Male,4-13 nights,1645.605,11519.237,1855145.622,3
2023,Jan-Mar,UK residents,Air,Austria,Holiday,Non-Independent,16-24,Female,4-13 nights,1145.311,6226.848,836222.111,2
2023,Jan-Mar,UK residents,Air,Austria,Holiday,Non-Independent,25-34,Male,4-13 nights,8282.392,54027.470,10225251.019,7
2023,Jan-Mar,UK residents,Air,Austria,Holiday,Non-Independent,25-34,Female,4-13 nights,3935.549,27548.845,4989820.880,6
2023,Jan-Mar,UK residents,Air,Austria,Holiday,Non-Independent,35-44,Male,4-13 nights,1881.852,13172.961,1129442.447,2
2023,Jan-Mar,UK residents,Air,Austria,Holiday,Non-Independent,35-44,Female,1-3 nights,1316.425,3949.274,770108.516,1
2023,Jan-Mar,UK residents,Air,Austria,Holiday,Non-Independent,35-44,Female,4-13 nights,2680.562,20681.182,2254725.054,2
2023,Jan-Mar,UK residents,Air,Austria,Holiday,Non-Independent,45-54,Male,4-13 nights,17971.370,125799.592,20303802.195,11
2023,Jan-Mar,UK residents,Air,Austria,Holiday,Non-Independent,45-54,Female,4-13 nights,15045.373,99069.272,16771024.947,11
2023,Jan-Mar,UK residents,Air,Austria,Holiday,Non-Independent,55-64,Male,4-13 nights,8898.738,59658.315,11781644.864,11
2023,Jan-Mar,UK residents,Air,Austria,Holiday,Non-Independent,55-64,Female,4-13 nights,10092.278,71979.265,11050458.485,8
2023,Jan-Mar,UK residents,Air,Austria,Holiday,Non-Independent,65 & over,Male,1-3 nights,458.865,917.731,217502.171,1
2023,Jan-Mar,UK residents,Air,Austria,Holiday,Non-Independent,65 & over,Male,4-13 nights,2947.776,20634.434,3233453.701,4
2023,Jan-Mar,UK residents,Air,Austria,Holiday,Non-Independent,65 & over,Male,14-27 nights,763.315,16029.609,884681.736,1
2023,Jan-Mar,UK residents,Air,Austria,Holiday,Non-Independent,65 & over,Female,4-13 nights,4643.836,31313.301,5320557.705,5
2023,Jan-Mar,UK residents,Air,Austria,Holiday,Non-Independent,D/K,Male,4-13 nights,3794.159,19622.916,3703692.072,2
2023,Jan-Mar,UK residents,Air,Austria,Business,Independent,16-24,Male,1-3 nights,2449.522,4899.043,1317842.687,1
2023,Jan-Mar,UK residents,Air,Austria,Business,Independent,35-44,Male,1-3 nights,3741.252,10405.791,721828.082,3
2023,Jan-Mar,UK residents,Air,Austria,Business,Independent,35-44,Male,4-13 nights,596.776,4177.429,423710.661,1
2023,Jan-Mar,UK residents,Air,Austria,Business,Independent,45-54,Male,1-3 nights,1473.068,2946.136,736534.104,1
2023,Jan-Mar,UK residents,Air,Austria,Business,Independent,45-54,Male,4-13 nights,2212.533,15487.728,6637597.761,1
2023,Jan-Mar,UK residents,Air,Austria,Business,Independent,45-54,Female,4-13 nights,1316.425,9214.974,2922463.085,1
2023,Jan-Mar,UK residents,Air,Austria,Business,Independent,55-64,Male,1-3 nights,1316.425,2632.850,301461.282,1
2023,Jan-Mar,UK residents,Air,Austria,Business,Independent,D/K,#NULL!,1-3 nights,2024.530,6073.590,1451588.031,1
2023,Jan-Mar,UK residents,Air,Austria,Business,Independent,D/K,Female,1-3 nights,2020.722,4041.444,1087148.369,1
2023,Jan-Mar,UK residents,Air,Austria,Business,Non-Independent,25-34,Male,1-3 nights,1316.425,3949.274,943876.591,1
2023,Jan-Mar,UK residents,Air,Austria,Business,Non-Independent,45-54,Male,1-3 nights,474.586,1423.757,280005.598,1
2023,Jan-Mar,UK residents,Air,Austria,VFR,Independent,16-24,Male,4-13 nights,1473.068,10311.477,0.000,1
2023,Jan-Mar,UK residents,Air,Austria,VFR,Independent,16-24,Female,1-3 nights,4240.175,12720.524,99715.386,2
2023,Jan-Mar,UK residents,Air,Austria,VFR,Independent,25-34,Female,14-27 nights,3050.521,46694.865,3893746.892,2
2023,Jan-Mar,UK residents,Air,Austria,VFR,Independent,35-44,Male,4-13 nights,1461.815,10232.706,1096361.348,1
2023,Jan-Mar,UK residents,Air,Austria,VFR,Independent,45-54,Male,4-13 nights,2898.836,28389.975,3211656.310,2
2023,Jan-Mar,UK residents,Air,Austria,VFR,Independent,45-54,Female,4-13 nights,2904.920,23239.362,290492.022,1
2023,Jan-Mar,UK residents,Air,Austria,VFR,Independent,65 & over,Female,4-13 nights,596.776,4177.429,79371.152,1
2023,Jan-Mar,UK residents,Air,Belgium,Holiday,Independent,16-24,Male,1-3 nights,387.904,1163.712,108613.155,1
2023,Jan-Mar,UK residents,Air,Belgium,Holiday,Independent,16-24,Female,Nil Stay,2403.205,0.000,240320.509,1
2023,Jan-Mar,UK residents,Air,Belgium,Holiday,Independent,16-24,Female,4-13 nights,763.315,3053.259,292349.530,1
2023,Jan-Mar,UK residents,Air,Belgium,Holiday,Independent,25-34,Male,Nil Stay,2082.779,0.000,233271.197,1
2023,Jan-Mar,UK residents,Air,Belgium,Holiday,Independent,25-34,Male,1-3 nights,882.053,1764.106,264615.947,1
2023,Jan-Mar,UK residents,Air,Belgium,Holiday,Independent,25-34,Male,4-13 nights,1482.093,10374.654,326060.544,1
2023,Jan-Mar,UK residents,Air,Belgium,Holiday,Independent,25-34,Female,1-3 nights,8203.515,22527.768,2825598.198,3
2023,Jan-Mar,UK residents,Air,Belgium,Holiday,Independent,35-44,Male,1-3 nights,5800.310,13235.374,1230599.101,2
2023,Jan-Mar,UK residents,Air,Belgium,Holiday,Independent,35-44,Female,4-13 nights,387.904,1551.617,155161.650,1
2023,Jan-Mar,UK residents,Air,Belgium,Business,Independent,25-34,Male,1-3 nights,797.515,797.515,196188.683,1
2023,Jan-Mar,UK residents,Air,Belgium,Business,Independent,25-34,Male,4-13 nights,425.912,1703.647,271731.731,1
2023,Jan-Mar,UK residents,Air,Belgium,Business,Independent,35-44,Male,1-3 nights,1973.916,1973.916,59217.474,1
2023,Jan-Mar,UK residents,Air,Belgium,Business,Independent,35-44,Female,1-3 nights,1973.916,3947.832,756009.748,1
2023,Jan-Mar,UK residents,Air,Belgium,Business,Independent,45-54,Male,1-3 nights,458.865,917.731,458865.341,1
2023,Jan-Mar,UK residents,Air,Belgium,Business,Independent,45-54,Female,Nil Stay,2312.066,0.000,0.000,1
2023,Jan-Mar,UK residents,Air,Belgium,Business,Independent,55-64,Male,1-3 nights,474.586,949.172,189834.304,1
2023,Jan-Mar,UK residents,Air,Belgium,Business,Independent,55-64,Male,4-13 nights,425.912,1703.647,164827.868,1
2023,Jan-Mar,UK residents,Air,Belgium,Business,Non-Independent,45-54,Male,1-3 nights,797.515,1595.030,335753.803,1
2023,Jan-Mar,UK residents,Air,Belgium,Business,Non-Independent,45-54,Female,1-3 nights,1973.916,1973.916,138174.105,1
2023,Jan-Mar,UK residents,Air,Belgium,VFR,Independent,45-54,Male,4-13 nights,1973.916,7895.663,3456326.551,1
2023,Jan-Mar,UK residents,Air,Belgium,VFR,Independent,45-54,Female,1-3 nights,2266.259,4532.518,169969.409,1
2023,Jan-Mar,UK residents,Air,Belgium,VFR,Independent,D/K,Male,4-13 nights,2312.066,11560.328,806910.920,1
2023,Jan-Mar,UK residents,Air,Belgium,VFR,Non-Independent,16-24,Male,4-13 nights,3717.532,14870.127,245357.099,1
2023,Jan-Mar,UK residents,Air,Belgium,VFR,Non-Independent,D/K,Male,14-27 nights,2312.066,34680.985,1223082.741,1
2023,Jan-Mar,UK residents,Air,Belgium,Miscellaneous,Independent,35-44,Female,1-3 nights,2082.779,2082.779,208277.855,1
2023,Jan-Mar,UK residents,Air,Bulgaria,Holiday,Independent,0-15,Male,4-13 nights,874.306,6120.144,422289.959,1
2023,Jan-Mar,UK residents,Air,Bulgaria,Holiday,Independent,16-24,Male,4-13 nights,994.524,6961.671,248631.112,1
2023,Jan-Mar,UK residents,Air,Bulgaria,Holiday,Independent,16-24,Male,14-27 nights,994.524,25857.636,1007453.265,1
2023,Jan-Mar,UK residents,Air,Bulgaria,Holiday,Independent,16-24,Female,14-27 nights,994.524,24863.111,596714.669,1
2023,Jan-Mar,UK residents,Air,Bulgaria,Holiday,Independent,25-34,Male,1-3 nights,994.524,1989.049,225757.050,1
2023,Jan-Mar,UK residents,Air,Bulgaria,Holiday,Independent,25-34,Male,4-13 nights,2789.493,14104.108,1835339.069,2
2023,Jan-Mar,UK residents,Air,Bulgaria,Holiday,Independent,25-34,Female,4-13 nights,5914.577,34036.696,1704452.090,4
2023,Jan-Mar,UK residents,Air,Bulgaria,Holiday,Independent,25-34,Female,28-90 nights,994.524,56687.894,497262.224,1
2023,Jan-Mar,UK residents,Air,Bulgaria,Holiday,Independent,35-44,Male,4-13 nights,3786.078,25267.586,2608922.389,3
2023,Jan-Mar,UK residents,Air,Bulgaria,Holiday,Independent,35-44,Male,14-27 nights,874.306,12240.289,437153.166,1
2023,Jan-Mar,UK residents,Air,Bulgaria,Holiday,Independent,35-44,Female,4-13 nights,3462.117,20810.140,1746998.596,3
2023,Jan-Mar,UK residents,Air,Bulgaria,Holiday,Independent,45-54,Male,4-13 nights,3324.095,21294.750,3973508.159,2
2023,Jan-Mar,UK residents,Air,Bulgaria,Holiday,Independent,45-54,Female,4-13 nights,2347.375,19054.541,1345688.159,2
2023,Jan-Mar,UK residents,Air,Bulgaria,Holiday,Independent,55-64,Male,4-13 nights,1473.068,5892.273,558292.851,1
2023,Jan-Mar,UK residents,Air,Bulgaria,Holiday,Independent,65 & over,Male,4-13 nights,1917.247,13420.731,1725522.609,1
2023,Jan-Mar,UK residents,Air,Bulgaria,Holiday,Independent,65 & over,Female,4-13 nights,2024.530,14171.710,1226865.198,1
2023,Jan-Mar,UK residents,Air,Bulgaria,Holiday,Non-Independent,25-34,Male,4-13 nights,3764.100,18983.357,2259515.360,3
2023,Jan-Mar,UK residents,Air,Bulgaria,Holiday,Non-Independent,25-34,Female,4-13 nights,3070.969,16990.772,1728566.013,2
2023,Jan-Mar,UK residents,Air,Bulgaria,Holiday,Non-Independent,35-44,Male,4-13 nights,2448.502,15715.754,882708.920,2
2023,Jan-Mar,UK residents,Air,Bulgaria,Holiday,Non-Independent,45-54,Male,4-13 nights,2168.143,15176.998,1560701.300,2
2023,Jan-Mar,UK residents,Air,Bulgaria,Holiday,Non-Independent,45-54,Male,14-27 nights,2253.006,31542.080,1586116.044,1
2023,Jan-Mar,UK residents,Air,Bulgaria,Holiday,Non-Independent,45-54,Female,4-13 nights,1469.110,6870.965,853339.226,2
2023,Jan-Mar,UK residents,Air,Bulgaria,Holiday,Non-Independent,65 & over,Male,4-13 nights,1350.179,9451.255,758800.764,1
2023,Jan-Mar,UK residents,Air,Bulgaria,Business,Independent,25-34,Male,1-3 nights,2253.006,2253.006,563251.436,1
2023,Jan-Mar,UK residents,Air,Bulgaria,Business,Independent,35-44,Male,4-13 nights,874.306,5245.838,766766.653,1
2023,Jan-Mar,UK residents,Air,Bulgaria,Business,Independent,45-54,Male,4-13 nights,1558.366,7924.986,348083.557,2
2023,Jan-Mar,UK residents,Air,Bulgaria,Business,Independent,55-64,Female,4-13 nights,1134.150,5670.752,1134150.488,1
2023,Jan-Mar,UK residents,Air,Bulgaria,VFR,Independent,0-15,Male,1-3 nights,994.524,1989.049,49726.222,1
2023,Jan-Mar,UK residents,Air,Bulgaria,VFR,Independent,0-15,Male,28-90 nights,994.524,79561.956,2983573.343,1
2023,Jan-Mar,UK residents,Air,Bulgaria,VFR,Independent,0-15,Female,1-3 nights,874.306,2622.919,146009.157,1
2023,Jan-Mar,UK residents,Air,Bulgaria,VFR,Independent,0-15,Female,4-13 nights,994.524,11934.293,497262.224,1
2023,Jan-Mar,UK residents,Air,Bulgaria,VFR,Independent,0-15,Female,14-27 nights,1473.068,20622.955,343224.892,1
2023,Jan-Mar,UK residents,Air,Bulgaria,VFR,Independent,16-24,Male,4-13 nights,874.306,6994.451,437153.166,1
2023,Jan-Mar,UK residents,Air,Bulgaria,VFR,Independent,16-24,Female,14-27 nights,1134.150,17012.257,0.000,1
2023,Jan-Mar,UK residents,Air,Bulgaria,VFR,Independent,25-34,Male,1-3 nights,994.524,2983.573,301340.908,1
2023,Jan-Mar,UK residents,Air,Bulgaria,VFR,Independent,25-34,Male,4-13 nights,2347.375,9389.498,1086256.637,2
2023,Jan-Mar,UK residents,Air,Bulgaria,VFR,Independent,25-34,Male,28-90 nights,874.306,27103.496,443273.310,1
2023,Jan-Mar,UK residents,Air,Bulgaria,VFR,Independent,25-34,Female,1-3 nights,2789.493,8368.479,234290.427,2
2023,Jan-Mar,UK residents,Air,Bulgaria,VFR,Independent,25-34,Female,14-27 nights,3233.672,50537.109,934321.533,2
2023,Jan-Mar,UK residents,Air,Bulgaria,VFR,Independent,35-44,Male,1-3 nights,874.306,1748.613,198467.537,1
2023,Jan-Mar,UK residents,Air,Bulgaria,VFR,Independent,35-44,Male,4-13 nights,3616.438,18516.290,1498086.287,2
2023,Jan-Mar,UK residents,Air,Bulgaria,VFR,Independent,35-44,Male,14-27 nights,3247.530,47718.428,2497279.279,2
2023,Jan-Mar,UK residents,Air,Bulgaria,VFR,Independent,35-44,Male,28-90 nights,994.524,44753.600,1220281.497,1
2023,Jan-Mar,UK residents,Air,Bulgaria,VFR,Independent,35-44,Female,4-13 nights,874.306,6994.451,218576.583,1
2023,Jan-Mar,UK residents,Air,Bulgaria,VFR,Independent,35-44,Female,14-27 nights,874.306,22731.965,929387.631,1
2023,Jan-Mar,UK residents,Air,Bulgaria,VFR,Independent,35-44,Female,28-90 nights,1473.068,75126.479,736534.104,1
2023,Jan-Mar,UK residents,Air,Bulgaria,VFR,Independent,45-54,Male,1-3 nights,874.306,874.306,43715.317,1
2023,Jan-Mar,UK residents,Air,Bulgaria,VFR,Independent,45-54,Male,4-13 nights,4059.562,34556.939,1527452.469,4
2023,Jan-Mar,UK residents,Air,Bulgaria,VFR,Independent,45-54,Male,14-27 nights,2128.675,38176.523,1134150.488,2
2023,Jan-Mar,UK residents,Air,Bulgaria,VFR,Independent,45-54,Female,Nil Stay,874.306,0.000,87430.633,1
2023,Jan-Mar,UK residents,Air,Bulgaria,VFR,Independent,45-54,Female,4-13 nights,2467.593,16794.605,566236.018,2
2023,Jan-Mar,UK residents,Air,Bulgaria,VFR,Independent,45-54,Female,14-27 nights,994.524,17901.440,745893.336,1
2023,Jan-Mar,UK residents,Air,Bulgaria,VFR,Independent,55-64,#NULL!,4-13 nights,994.524,6961.671,602681.815,1
2023,Jan-Mar,UK residents,Air,Bulgaria,VFR,Independent,55-64,Male,4-13 nights,2467.593,10864.895,1010801.474,2
2023,Jan-Mar,UK residents,Air,Bulgaria,VFR,Independent,55-64,Male,28-90 nights,2253.006,74349.190,3014521.685,1
2023,Jan-Mar,UK residents,Air,Bulgaria,VFR,Independent,55-64,Female,4-13 nights,1473.068,5892.273,558292.851,1
2023,Jan-Mar,UK residents,Air,Bulgaria,VFR,Independent,D/K,Male,4-13 nights,2020.722,20207.219,800205.862,1
2023,Jan-Mar,UK residents,Air,Bulgaria,VFR,Non-Independent,35-44,Female,1-3 nights,1316.425,2632.850,498925.004,1
2023,Jan-Mar,UK residents,Air,Bulgaria,Miscellaneous,Independent,25-34,Male,14-27 nights,874.306,12240.289,159998.059,1
2023,Jan-Mar,UK residents,Air,Bulgaria,Miscellaneous,Independent,35-44,Female,1-3 nights,874.306,2622.919,146009.157,1
2023,Jan-Mar,UK residents,Air,Bulgaria,Miscellaneous,Independent,45-54,Male,14-27 nights,994.524,19890.489,1475874.280,1
2023,Jan-Mar,UK residents,Air,Bulgaria,Miscellaneous,Independent,55-64,Male,4-13 nights,1473.068,5892.273,307871.255,1
2023,Jan-Mar,UK residents,Air,Croatia,Holiday,Independent,16-24,Female,4-13 nights,3555.847,23061.796,2300501.746,2
2023,Jan-Mar,UK residents,Air,Croatia,Holiday,Independent,25-34,Female,4-13 nights,1473.068,7365.341,368267.052,1
2023,Jan-Mar,UK residents,Air,Croatia,Holiday,Independent,35-44,Male,4-13 nights,1473.068,5892.273,294613.641,1
2023,Jan-Mar,UK residents,Air,Croatia,Holiday,Independent,35-44,Female,1-3 nights,458.865,917.731,137659.602,1
2023,Jan-Mar,UK residents,Air,Croatia,Holiday,Independent,45-54,Male,14-27 nights,474.586,6644.201,830525.080,1
2023,Jan-Mar,UK residents,Air,Croatia,Holiday,Independent,D/K,Female,1-3 nights,1473.068,4419.205,550927.510,1
2023,Jan-Mar,UK residents,Air,Croatia,VFR,Independent,0-15,Male,14-27 nights,2024.530,36441.541,1556863.593,1
2023,Jan-Mar,UK residents,Air,Croatia,VFR,Independent,0-15,Female,1-3 nights,2266.259,6798.776,151839.338,1
2023,Jan-Mar,UK residents,Air,Croatia,VFR,Independent,25-34,Male,14-27 nights,1473.068,23569.091,441920.462,1
2023,Jan-Mar,UK residents,Air,Croatia,VFR,Independent,25-34,Female,4-13 nights,817.963,3271.853,122694.488,1
2023,Jan-Mar,UK residents,Air,Croatia,VFR,Independent,35-44,Female,1-3 nights,2266.259,4532.518,226625.878,1
2023,Jan-Mar,UK residents,Air,Croatia,VFR,Independent,35-44,Female,4-13 nights,2266.259,20396.329,992621.346,1
2023,Jan-Mar,UK residents,Air,Croatia,VFR,Independent,45-54,Female,14-27 nights,2082.779,41655.571,1768278.985,1
2023,Jan-Mar,UK residents,Air,Croatia,VFR,Independent,55-64,Male,4-13 nights,1473.068,14730.682,662880.693,1
2023,Jan-Mar,UK residents,Air,Croatia,Miscellaneous,Independent,45-54,Female,1-3 nights,1473.068,4419.205,220960.231,1
2023,Jan-Mar,UK residents,Air,Czech Republic,Holiday,Independent,0-15,Female,4-13 nights,2266.259,15863.811,1192052.119,1
2023,Jan-Mar,UK residents,Air,Czech Republic,Holiday,Independent,16-24,Male,1-3 nights,994.524,2983.573,293384.712,1
2023,Jan-Mar,UK residents,Air,Czech Republic,Holiday,Independent,16-24,Male,4-13 nights,994.524,3978.098,502234.846,1
2023,Jan-Mar,UK residents,Air,Czech Republic,Holiday,Independent,16-24,Female,1-3 nights,2946.136,8838.409,614269.443,2
2023,Jan-Mar,UK residents,Air,Czech Republic,Holiday,Independent,16-24,Female,4-13 nights,3341.899,23237.967,1524834.497,3
2023,Jan-Mar,UK residents,Air,Czech Republic,Holiday,Independent,25-34,Male,1-3 nights,4664.549,12589.881,2998047.467,4
2023,Jan-Mar,UK residents,Air,Czech Republic,Holiday,Independent,25-34,Female,1-3 nights,8280.540,24841.619,3277369.205,4
2023,Jan-Mar,UK residents,Air,Czech Republic,Holiday,Independent,25-34,Female,4-13 nights,1473.068,5892.273,368267.052,1
2023,Jan-Mar,UK residents,Air,Czech Republic,Holiday,Independent,35-44,Male,1-3 nights,874.306,1748.613,816602.114,1
2023,Jan-Mar,UK residents,Air,Czech Republic,Holiday,Independent,35-44,Female,4-13 nights,3063.774,21320.130,248092.969,2
2023,Jan-Mar,UK residents,Air,Czech Republic,Holiday,Independent,45-54,Male,1-3 nights,994.524,2983.573,231724.196,1
2023,Jan-Mar,UK residents,Air,Czech Republic,Holiday,Independent,45-54,Male,4-13 nights,1007.038,4028.153,352463.382,1
2023,Jan-Mar,UK residents,Air,Czech Republic,Holiday,Independent,45-54,Male,28-90 nights,2082.779,64566.135,2499334.254,1
2023,Jan-Mar,UK residents,Air,Czech Republic,Holiday,Independent,45-54,Female,4-13 nights,874.306,4371.532,513217.817,1
2023,Jan-Mar,UK residents,Air,Czech Republic,Holiday,Independent,55-64,Male,1-3 nights,994.524,2983.573,231724.196,1
2023,Jan-Mar,UK residents,Air,Czech Republic,Holiday,Independent,55-64,Female,1-3 nights,2344.704,5683.932,833193.291,2
2023,Jan-Mar,UK residents,Air,Czech Republic,Holiday,Independent,55-64,Female,4-13 nights,1350.179,5400.717,432057.375,1
2023,Jan-Mar,UK residents,Air,Czech Republic,Holiday,Independent,65 & over,Male,4-13 nights,1473.068,8838.409,368267.052,1
2023,Jan-Mar,UK residents,Air,Czech Republic,Holiday,Non-Independent,16-24,Male,1-3 nights,797.515,2392.545,212138.982,1
2023,Jan-Mar,UK residents,Air,Czech Republic,Holiday,Non-Independent,16-24,Male,4-13 nights,3089.817,12359.267,1338924.750,2
2023,Jan-Mar,UK residents,Air,Czech Republic,Holiday,Non-Independent,16-24,Female,4-13 nights,2082.779,8331.114,731055.269,1
2023,Jan-Mar,UK residents,Air,Czech Republic,Holiday,Non-Independent,25-34,Female,1-3 nights,1792.039,5376.118,625753.455,2
2023,Jan-Mar,UK residents,Air,Czech Republic,Holiday,Non-Independent,25-34,Female,4-13 nights,2124.489,11681.364,1345699.693,3
2023,Jan-Mar,UK residents,Air,Czech Republic,Holiday,Non-Independent,35-44,Male,4-13 nights,3273.297,15359.447,1487862.413,2
2023,Jan-Mar,UK residents,Air,Czech Republic,Holiday,Non-Independent,35-44,Female,1-3 nights,797.515,2392.545,492066.737,1
2023,Jan-Mar,UK residents,Air,Czech Republic,Holiday,Non-Independent,45-54,Female,4-13 nights,797.515,3190.060,360476.767,1
2023,Jan-Mar,UK residents,Air,Czech Republic,Holiday,Non-Independent,55-64,Male,1-3 nights,2124.489,6373.467,821143.026,3
2023,Jan-Mar,UK residents,Air,Czech Republic,Holiday,Non-Independent,55-64,Male,4-13 nights,1350.179,5400.717,234931.197,1
2023,Jan-Mar,UK residents,Air,Czech Republic,Business,Independent,35-44,Female,1-3 nights,2020.722,4041.444,808288.750,1
2023,Jan-Mar,UK residents,Air,Czech Republic,Business,Independent,45-54,Male,1-3 nights,1973.916,3947.832,789566.317,1
2023,Jan-Mar,UK residents,Air,Czech Republic,Business,Independent,45-54,Male,4-13 nights,2266.259,9065.035,45325.176,1
2023,Jan-Mar,UK residents,Air,Czech Republic,Business,Independent,55-64,Male,4-13 nights,797.515,3190.060,797514.972,1
2023,Jan-Mar,UK residents,Air,Czech Republic,Business,Non-Independent,25-34,Male,1-3 nights,797.515,1595.030,329373.683,1
2023,Jan-Mar,UK residents,Air,Czech Republic,VFR,Independent,16-24,Female,1-3 nights,2266.259,4532.518,396595.287,1
2023,Jan-Mar,UK residents,Air,Czech Republic,VFR,Independent,25-34,Female,4-13 nights,4684.220,22787.417,620764.735,4
2023,Jan-Mar,UK residents,Air,Czech Republic,VFR,Independent,35-44,Male,4-13 nights,2082.779,10413.893,624833.564,1
2023,Jan-Mar,UK residents,Air,Czech Republic,VFR,Independent,35-44,Male,14-27 nights,2266.259,31727.623,283282.348,1
2023,Jan-Mar,UK residents,Air,Czech Republic,VFR,Independent,35-44,Female,1-3 nights,1973.916,5921.747,986957.896,1
2023,Jan-Mar,UK residents,Air,Czech Republic,VFR,Independent,35-44,Female,4-13 nights,2946.136,13257.614,1473068.207,2
2023,Jan-Mar,UK residents,Air,Czech Republic,VFR,Independent,45-54,Male,4-13 nights,2266.259,20396.329,566564.695,1
2023,Jan-Mar,UK residents,Air,Czech Republic,VFR,Independent,55-64,Male,1-3 nights,458.865,1376.596,155555.350,1
2023,Jan-Mar,UK residents,Air,Czech Republic,VFR,Independent,65 & over,Male,4-13 nights,2480.106,16969.693,349919.943,2
2023,Jan-Mar,UK residents,Air,Czech Republic,VFR,Independent,65 & over,Female,14-27 nights,529.459,7412.429,185310.718,1
2023,Jan-Mar,UK residents,Air,Czech Republic,VFR,Independent,D/K,Female,14-27 nights,797.515,11165.210,484091.588,1
2023,Jan-Mar,UK residents,Air,Cyprus EU,Holiday,Independent,0-15,Male,4-13 nights,1298.054,9086.381,259610.892,1
2023,Jan-Mar,UK residents,Air,Cyprus EU,Holiday,Independent,16-24,Male,28-90 nights,1298.054,46729.961,1947081.692,1
2023,Jan-Mar,UK residents,Air,Cyprus EU,Holiday,Independent,16-24,Female,1-3 nights,2572.828,5145.656,257282.775,1
2023,Jan-Mar,UK residents,Air,Cyprus EU,Holiday,Independent,16-24,Female,4-13 nights,1476.538,10335.769,147653.843,1
2023,Jan-Mar,UK residents,Air,Cyprus EU,Holiday,Independent,25-34,Male,1-3 nights,1476.538,2953.077,406048.067,1
